"source_bo_id","source_business_id","full_name","date_of_birth","nationality","ownership_percentage","control_type","declared_date"
"BO-02125","BUS-00944","Hj. Zahra Sari Suryadi","1989-01-20","ID","14.87","VOTING_RIGHTS","2024-06-23"
"BO-02126","BUS-00944","Kartika Suryadi","1968-07-09","ID","16.18","VOTING_RIGHTS","2024-04-24"
"BO-02127","BUS-00944","Vina Situmorang","1989-03-08","ID","10.06","OWNERSHIP","2024-06-01"
"BO-02128","BUS-00945","Drs. Yuda Saputra","1984-11-18","ID","50.06","VOTING_RIGHTS","2024-01-22"
"BO-02129","BUS-00945","Ir. Rina Lestari Hidayat","1994-10-22","ID","12.07","BOARD_CONTROL","2025-09-18"
"BO-02130","BUS-00945","Vina Setiawan","1985-03-15","ID","18.16","OWNERSHIP","2023-11-15"
"BO-02131","BUS-00945","Iwan Saputra","1960-06-15","ID","19.71","BOARD_CONTROL","2024-09-05"
"BO-02132","BUS-00946","Drs. Eka Eka Saputra","1975-02-27","ID","32.39","OTHER_SIGNIFICANT_INFLUENCE","2024-12-02"
"BO-02133","BUS-00946","Putri Situmorang","1992-05-21","ID","67.61","BOARD_CONTROL","2024-11-22"
"BO-02134","BUS-00947","Drs. Rahmat Ramadhan","1958-07-26","ID","100.00","VOTING_RIGHTS","2024-08-20"
"BO-02135","BUS-00948","Cahya Wijaya","1982-04-04","ID","35.35","VOTING_RIGHTS","2026-02-05"
"BO-02136","BUS-00948","Bagus Rahmat Anggraini","1981-05-16","ID","14.71","BOARD_CONTROL","2024-12-10"
"BO-02137","BUS-00948","H. Bayu Hartono","1968-05-01","ID","49.94","OTHER_SIGNIFICANT_INFLUENCE","2024-04-03"
"BO-02138","BUS-00949","Wulan Lubis","1963-03-01","ID","81.72","OWNERSHIP","2025-07-19"
"BO-02139","BUS-00949","Zahra Situmorang","1956-11-19","ID","18.28","BOARD_CONTROL","2026-02-26"
"BO-02140","BUS-00950","Gita Lubis","1991-01-22","ID","18.29","BOARD_CONTROL","2024-08-31"
"BO-02141","BUS-00950","Ir. Hadi Adi Wijaya","1973-04-11","ID","81.71","OWNERSHIP","2026-01-15"
"BO-02142","BUS-00951","Drs. Hadi Lubis","1975-02-09","ID","69.90","OTHER_SIGNIFICANT_INFLUENCE","2024-12-26"
"BO-02143","BUS-00951","Indah Ramadhan","1999-03-14","ID","30.10","OTHER_SIGNIFICANT_INFLUENCE","2025-01-08"
"BO-02144","BUS-00952","Hj. Anggun Umi Maulana","1999-12-17","ID","100.00","VOTING_RIGHTS","2024-02-12"
"BO-02145","BUS-00953","Dra. Putri Santoso","1955-03-15","ID","57.79","OTHER_SIGNIFICANT_INFLUENCE","2024-11-16"
"BO-02146","BUS-00953","Drs. Oki Hartono","1984-12-26","ID","42.21","BOARD_CONTROL","2025-10-06"
"BO-02147","BUS-00954","Eka Oki Wijaya","1983-07-14","ID","25.08","VOTING_RIGHTS","2024-08-15"
"BO-02148","BUS-00954","Wulan Sari Halim","1985-06-11","ID","20.50","OTHER_SIGNIFICANT_INFLUENCE","2025-01-11"
"BO-02149","BUS-00954","Wahyu Setiawan","1982-06-23","ID","54.42","VOTING_RIGHTS","2025-08-14"
"BO-02150","BUS-00955","Wahyu Hidayat","1995-05-20","ID","74.98","VOTING_RIGHTS","2024-08-19"
"BO-02151","BUS-00955","Gilang Permana","1966-12-25","ID","25.02","OWNERSHIP","2025-08-07"
"BO-02152","BUS-00957","Nanda Dian Halim","1983-10-02","ID","84.70","BOARD_CONTROL","2024-01-23"
"BO-02153","BUS-00957","Ir. Putri Gita Maulana","1969-02-28","ID","10.42","VOTING_RIGHTS","2025-04-17"
"BO-02154","BUS-00958","Siti Hartono","1999-07-14","ID","50.73","VOTING_RIGHTS","2025-10-15"
"BO-02155","BUS-00958","Hj. Dewi Siregar","1994-10-17","ID","19.27","OWNERSHIP","2025-03-10"
"BO-02156","BUS-00958","Anggun Hidayat","1976-09-18","ID","30.00","BOARD_CONTROL","2025-06-10"
"BO-02157","BUS-00959","Dra. Lestari Rina Santoso","1964-09-07","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2024-08-01"
"BO-02158","BUS-00960","Drs. Rahmat Nugroho","1968-01-08","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2024-02-04"
"BO-02159","BUS-00961","H. Iwan Simatupang","1974-08-05","ID","73.28","OTHER_SIGNIFICANT_INFLUENCE","2024-01-03"
"BO-02160","BUS-00961","Dra. Putri Siregar","1981-10-23","ID","12.81","OTHER_SIGNIFICANT_INFLUENCE","2024-09-22"
"BO-02161","BUS-00961","Dian Siregar","1985-07-17","ID","10.32","VOTING_RIGHTS","2024-07-09"
"BO-02162","BUS-00962","Ir. Citra Hidayat","1997-05-19","ID","47.11","OWNERSHIP","2024-03-22"
"BO-02163","BUS-00962","Drs. Gilang Hartono","1974-03-02","ID","52.89","OWNERSHIP","2025-04-13"
"BO-02164","BUS-00963","Hj. Dewi Siregar","1959-05-01","ID","100.00","OWNERSHIP","2024-12-29"
"BO-02165","BUS-00964","Dra. Vina Saputra","1964-10-03","ID","100.00","OWNERSHIP","2025-02-26"
"BO-02166","BUS-00965","Ir. Adi Gunawan","1977-08-07","ID","79.09","OTHER_SIGNIFICANT_INFLUENCE","2024-01-15"
"BO-02167","BUS-00965","Oki Saputra","1956-09-23","ID","20.91","VOTING_RIGHTS","2025-05-21"
"BO-02168","BUS-00966","Ir. Putri Halim","1986-03-13","ID","100.00","OWNERSHIP","2024-12-04"
"BO-02169","BUS-00967","Sari Pratama","1955-04-17","ID","74.13","OWNERSHIP","2024-06-23"
"BO-02170","BUS-00967","Joko Situmorang","1979-11-15","ID","11.77","BOARD_CONTROL","2025-08-22"
"BO-02171","BUS-00967","H. Bagus Simatupang","1966-02-28","ID","10.32","OTHER_SIGNIFICANT_INFLUENCE","2024-09-05"
"BO-02172","BUS-00968","Drs. Adi Hidayat","1964-09-08","ID","14.15","OTHER_SIGNIFICANT_INFLUENCE","2025-08-21"
"BO-02173","BUS-00968","Anggun Gunawan","1967-08-10","ID","85.85","OTHER_SIGNIFICANT_INFLUENCE","2025-10-11"
"BO-02174","BUS-00969","Gilang Adi Lubis","1981-02-12","ID","22.65","OWNERSHIP","2024-08-07"
"BO-02175","BUS-00969","Mega Gunawan","1976-11-25","ID","14.69","OWNERSHIP","2025-04-28"
"BO-02176","BUS-00969","H. Joko Gunawan","1999-08-22","ID","27.64","OTHER_SIGNIFICANT_INFLUENCE","2025-02-04"
"BO-02177","BUS-00969","Ir. Kartika Kusuma","1959-11-26","ID","35.02","BOARD_CONTROL","2026-01-23"
"BO-02178","BUS-00970","Gita Situmorang","1980-07-02","ID","82.96","OTHER_SIGNIFICANT_INFLUENCE","2023-12-23"
"BO-02179","BUS-00970","Ir. Yuda Kusuma","1983-05-08","ID","10.65","VOTING_RIGHTS","2023-11-12"
"BO-02180","BUS-00971","Dra. Dewi Hidayat","1960-01-06","ID","54.36","OWNERSHIP","2025-05-28"
"BO-02181","BUS-00971","Hadi Fajar Permana","1982-02-07","ID","23.88","VOTING_RIGHTS","2025-01-02"
"BO-02182","BUS-00971","H. Hadi Gunawan","1986-05-10","ID","10.72","OTHER_SIGNIFICANT_INFLUENCE","2024-08-30"
"BO-02183","BUS-00971","Adi Siregar","1996-10-08","ID","11.04","VOTING_RIGHTS","2025-11-25"
"BO-02184","BUS-00972","Nanda Hartono","1970-07-23","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2025-10-06"
"BO-02185","BUS-00973","Iwan Wahyu Hartono","1987-12-15","ID","65.53","OTHER_SIGNIFICANT_INFLUENCE","2026-01-29"
"BO-02186","BUS-00973","H. Iwan Ramadhan","1966-08-21","ID","19.60","OTHER_SIGNIFICANT_INFLUENCE","2024-05-02"
"BO-02187","BUS-00973","Joko Siregar","1991-03-28","ID","14.87","OTHER_SIGNIFICANT_INFLUENCE","2025-02-13"
"BO-02188","BUS-00974","Dewi Putri Saputra","1991-04-13","ID","44.71","OWNERSHIP","2024-10-22"
"BO-02189","BUS-00974","Dra. Putri Wijaya","1998-08-02","ID","55.29","VOTING_RIGHTS","2025-10-05"
"BO-02190","BUS-00975","Wahyu Saputra","1986-12-12","ID","46.28","VOTING_RIGHTS","2025-06-10"
"BO-02191","BUS-00975","Vina Anggraini","1968-04-17","ID","18.59","VOTING_RIGHTS","2023-11-16"
"BO-02192","BUS-00975","Hj. Dewi Permana","1988-03-09","ID","17.30","OTHER_SIGNIFICANT_INFLUENCE","2024-01-05"
"BO-02193","BUS-00975","Lestari Pratama","1958-08-18","ID","17.83","OTHER_SIGNIFICANT_INFLUENCE","2024-07-12"
"BO-02194","BUS-00976","Oki Gilang Lubis","1963-10-01","ID","75.24","VOTING_RIGHTS","2026-02-17"
"BO-02195","BUS-00976","Dian Iwan Hidayat","1980-06-03","ID","14.14","VOTING_RIGHTS","2026-01-06"
"BO-02196","BUS-00976","Fajar Santoso","1974-06-11","ID","10.68","BOARD_CONTROL","2024-07-27"
"BO-02197","BUS-00977","Umi Zahra Pratama","1961-10-27","ID","21.69","BOARD_CONTROL","2024-11-03"
"BO-02198","BUS-00977","Wahyu Halim","1979-09-17","ID","78.31","BOARD_CONTROL","2023-10-27"
"BO-02199","BUS-00978","Iwan Permana","1956-03-26","ID","62.75","OWNERSHIP","2025-04-25"
"BO-02200","BUS-00978","Yuda Siregar","1994-10-19","ID","20.33","OTHER_SIGNIFICANT_INFLUENCE","2024-01-04"
"BO-02201","BUS-00978","Adi Simatupang","1978-08-28","ID","10.60","OTHER_SIGNIFICANT_INFLUENCE","2024-03-19"
"BO-02202","BUS-00979","Siti Anggraini","1968-09-10","ID","38.93","VOTING_RIGHTS","2024-04-22"
"BO-02203","BUS-00979","Putri Kartika Hartono","1982-12-14","ID","44.01","BOARD_CONTROL","2024-11-09"
"BO-02204","BUS-00979","Hj. Wulan Permana","1985-01-25","ID","10.91","OTHER_SIGNIFICANT_INFLUENCE","2024-12-24"
"BO-02205","BUS-00980","Dra. Gita Suryadi","1994-12-26","ID","72.51","BOARD_CONTROL","2025-02-24"
"BO-02206","BUS-00980","Tono Siregar","1980-08-15","ID","14.96","BOARD_CONTROL","2025-12-21"
"BO-02207","BUS-00980","H. Gilang Gilang Saputra","1992-09-03","ID","12.53","BOARD_CONTROL","2024-01-22"
"BO-02208","BUS-00982","Tono Situmorang","1994-04-23","ID","53.65","OTHER_SIGNIFICANT_INFLUENCE","2024-03-26"
"BO-02209","BUS-00982","Gita Hartono","1993-08-26","ID","33.67","OWNERSHIP","2025-06-25"
"BO-02210","BUS-00982","Ayu Maulana","1971-07-15","ID","10.54","VOTING_RIGHTS","2024-12-22"
"BO-02211","BUS-00983","Hj. Lestari Dewi Ramadhan","1977-06-17","ID","47.74","OWNERSHIP","2025-05-02"
"BO-02212","BUS-00983","Umi Kusuma","1980-10-01","ID","25.98","BOARD_CONTROL","2024-03-05"
"BO-02213","BUS-00983","Indah Permana","1968-03-17","ID","13.58","BOARD_CONTROL","2023-11-20"
"BO-02214","BUS-00983","Drs. Nanda Anggraini","1998-05-11","ID","12.70","VOTING_RIGHTS","2024-05-16"
"BO-02215","BUS-00984","Dra. Vina Ramadhan","1972-05-14","ID","100.00","OWNERSHIP","2024-03-16"
"BO-02216","BUS-00985","Drs. Dian Tono Kusuma","1965-04-25","ID","64.24","VOTING_RIGHTS","2025-09-22"
"BO-02217","BUS-00985","Wulan Zahra Pratama","1996-11-14","ID","25.50","OWNERSHIP","2025-12-11"
"BO-02218","BUS-00985","Yuda Saputra","1972-08-09","ID","10.29","OWNERSHIP","2025-02-28"
"BO-02219","BUS-00986","Drs. Oki Iwan Hidayat","1975-11-01","ID","86.29","BOARD_CONTROL","2023-10-23"
"BO-02220","BUS-00986","Hj. Mega Nugroho","1999-01-05","ID","10.15","VOTING_RIGHTS","2026-01-05"
"BO-02221","BUS-00987","Hj. Siti Nugroho","1965-11-01","ID","81.87","OTHER_SIGNIFICANT_INFLUENCE","2025-01-16"
"BO-02222","BUS-00987","Lestari Simatupang","1975-04-09","ID","18.13","OTHER_SIGNIFICANT_INFLUENCE","2025-10-20"
"BO-02223","BUS-00988","Joko Anggraini","1999-12-12","ID","48.80","VOTING_RIGHTS","2025-05-15"
"BO-02224","BUS-00988","H. Oki Siregar","1985-12-22","ID","51.20","BOARD_CONTROL","2025-09-27"
"BO-02225","BUS-00989","Umi Hartono","1982-03-24","ID","88.94","OWNERSHIP","2025-06-11"
"BO-02226","BUS-00989","Hj. Citra Setiawan","1988-12-13","ID","10.18","OTHER_SIGNIFICANT_INFLUENCE","2026-01-12"
"BO-02227","BUS-00990","Dian Siregar","1980-06-25","ID","20.41","OWNERSHIP","2025-04-17"
"BO-02228","BUS-00990","Adi Nanda Hartono","1957-08-07","ID","12.00","OTHER_SIGNIFICANT_INFLUENCE","2025-01-08"
"BO-02229","BUS-00990","Siti Pratama","1958-05-17","ID","67.59","OWNERSHIP","2026-01-31"
"BO-02230","BUS-00991","Nanda Simatupang","1961-06-04","ID","77.38","VOTING_RIGHTS","2025-07-13"
"BO-02231","BUS-00991","Wahyu Suryadi","1989-10-13","ID","12.22","OTHER_SIGNIFICANT_INFLUENCE","2025-01-09"
"BO-02232","BUS-00991","Iwan Lubis","1981-11-17","ID","10.13","OWNERSHIP","2024-08-30"
"BO-02233","BUS-00992","Oki Suryadi","1966-12-11","ID","51.63","BOARD_CONTROL","2024-12-07"
"BO-02234","BUS-00992","Ir. Citra Mega Hidayat","1979-08-20","ID","48.37","OWNERSHIP","2026-01-14"
"BO-02235","BUS-00993","Adi Gilang Simatupang","1978-05-05","ID","100.00","OWNERSHIP","2024-08-10"
"BO-02236","BUS-00994","Hj. Indah Situmorang","1959-06-14","ID","100.00","BOARD_CONTROL","2026-01-15"
"BO-02237","BUS-00995","Ir. Cahya Oki Saputra","1964-03-25","ID","100.00","OWNERSHIP","2024-01-24"
"BO-02238","BUS-00996","Drs. Oki Dian Lubis","1964-07-10","ID","65.11","VOTING_RIGHTS","2024-04-30"
"BO-02239","BUS-00996","Siti Wijaya","1997-07-01","ID","24.05","OWNERSHIP","2026-01-30"
"BO-02240","BUS-00996","Fajar Pratama","1980-08-15","ID","10.84","VOTING_RIGHTS","2024-01-05"
"BO-02241","BUS-00997","Dian Lubis","1995-09-17","ID","33.63","VOTING_RIGHTS","2023-10-24"
"BO-02242","BUS-00997","Ayu Vina Ramadhan","1968-09-27","ID","66.37","VOTING_RIGHTS","2025-03-30"
"BO-02243","BUS-00998","Dra. Anggun Hidayat","1972-09-25","ID","70.98","VOTING_RIGHTS","2025-09-22"
"BO-02244","BUS-00998","Dian Permana","1997-07-03","ID","10.81","BOARD_CONTROL","2024-09-15"
"BO-02245","BUS-00998","Hj. Dewi Wijaya","1972-02-05","ID","10.27","OWNERSHIP","2025-09-14"
"BO-02246","BUS-00999","Dra. Kartika Maulana","1996-12-21","ID","69.76","VOTING_RIGHTS","2025-08-17"
"BO-02247","BUS-00999","Ir. Wulan Anggraini","1984-10-03","ID","30.24","OWNERSHIP","2024-04-25"
"BO-02248","BUS-01000","Hj. Ayu Hartono","1984-02-10","ID","72.27","OWNERSHIP","2024-06-20"
"BO-02249","BUS-01000","Mega Permana","1976-08-10","ID","27.73","BOARD_CONTROL","2024-01-12"
"BO-02250","BUS-01002","Hj. Wulan Anggun Santoso","1975-01-07","ID","70.39","VOTING_RIGHTS","2026-01-10"
"BO-02251","BUS-01002","Wulan Nugroho","1994-10-21","ID","11.37","VOTING_RIGHTS","2024-05-01"
"BO-02252","BUS-01002","Drs. Nanda Oki Nugroho","1981-12-12","ID","18.24","VOTING_RIGHTS","2024-03-23"
"BO-02253","BUS-01003","Drs. Cahya Eka Anggraini","1961-09-06","ID","25.95","BOARD_CONTROL","2026-01-03"
"BO-02254","BUS-01003","Hadi Suryadi","1957-04-15","ID","58.37","OWNERSHIP","2024-07-15"
"BO-02255","BUS-01003","Dra. Siti Dewi Hartono","1993-10-02","ID","15.68","VOTING_RIGHTS","2026-02-11"
"BO-02256","BUS-01004","Mega Situmorang","1995-07-23","ID","85.87","BOARD_CONTROL","2023-11-09"
"BO-02257","BUS-01004","Hadi Nugroho","1999-05-01","ID","14.13","OTHER_SIGNIFICANT_INFLUENCE","2024-07-06"
"BO-02258","BUS-01006","H. Wahyu Gilang Anggraini","1959-12-21","ID","53.29","BOARD_CONTROL","2024-08-21"
"BO-02259","BUS-01006","Dewi Anggraini","1996-09-28","ID","46.71","OTHER_SIGNIFICANT_INFLUENCE","2024-11-11"
"BO-02260","BUS-01007","Ir. Iwan Lubis","1992-10-28","ID","52.00","BOARD_CONTROL","2026-01-14"
"BO-02261","BUS-01007","Tono Situmorang","1969-12-19","ID","48.00","VOTING_RIGHTS","2024-07-13"
"BO-02262","BUS-01008","Ir. Eka Siregar","1983-12-05","ID","21.92","OTHER_SIGNIFICANT_INFLUENCE","2025-11-07"
"BO-02263","BUS-01008","H. Bayu Hidayat","1980-02-22","ID","20.71","OWNERSHIP","2026-02-12"
"BO-02264","BUS-01008","Ir. Joko Maulana","1960-10-01","ID","57.37","BOARD_CONTROL","2025-04-16"
"BO-02265","BUS-01009","Hj. Umi Hartono","1985-11-15","ID","49.80","BOARD_CONTROL","2024-04-07"
"BO-02266","BUS-01009","Drs. Adi Suryadi","1992-06-03","ID","50.20","OWNERSHIP","2024-11-03"
"BO-02267","BUS-01011","Vina Lubis","1988-09-26","ID","16.04","BOARD_CONTROL","2025-01-08"
"BO-02268","BUS-01011","Iwan Wahyu Siregar","1977-09-12","ID","56.07","OTHER_SIGNIFICANT_INFLUENCE","2025-04-10"
"BO-02269","BUS-01011","H. Eka Adi Permana","1957-11-03","ID","15.81","OWNERSHIP","2024-05-31"
"BO-02270","BUS-01011","Kartika Putri Pratama","1978-02-07","ID","12.08","VOTING_RIGHTS","2024-07-11"
"BO-02271","BUS-01012","Drs. Hadi Adi Lubis","1957-09-26","ID","83.65","OWNERSHIP","2025-09-19"
"BO-02272","BUS-01012","Ir. Joko Permana","1976-02-22","ID","16.35","BOARD_CONTROL","2025-01-01"
"BO-02273","BUS-01013","Ir. Oki Permana","1968-11-11","ID","100.00","VOTING_RIGHTS","2025-02-18"
"BO-02274","BUS-01014","Hj. Citra Kartika Situmorang","1981-03-08","ID","54.00","OWNERSHIP","2025-04-24"
"BO-02275","BUS-01014","Hadi Lubis","1984-08-28","ID","21.19","VOTING_RIGHTS","2026-02-09"
"BO-02276","BUS-01014","Eka Setiawan","1969-03-09","ID","24.81","OWNERSHIP","2026-02-26"
"BO-02277","BUS-01015","Dewi Halim","1986-03-24","ID","33.10","OTHER_SIGNIFICANT_INFLUENCE","2024-04-06"
"BO-02278","BUS-01015","Drs. Tono Siregar","1986-09-09","ID","19.74","BOARD_CONTROL","2023-11-18"
"BO-02279","BUS-01015","Ir. Bagus Maulana","1963-04-28","ID","16.96","VOTING_RIGHTS","2024-07-22"
"BO-02280","BUS-01015","Anggun Siti Santoso","1962-03-27","ID","30.20","OWNERSHIP","2025-02-09"
"BO-02281","BUS-01016","Dian Gunawan","1984-01-03","ID","11.03","OWNERSHIP","2025-07-20"
"BO-02282","BUS-01016","Siti Permana","1963-04-27","ID","88.97","OWNERSHIP","2025-11-02"
"BO-02283","BUS-01017","Vina Siregar","1998-05-03","ID","89.51","OTHER_SIGNIFICANT_INFLUENCE","2025-07-16"
"BO-02284","BUS-01017","Lestari Hidayat","1996-07-13","ID","10.83","VOTING_RIGHTS","2024-09-02"
"BO-02285","BUS-01018","Indah Lubis","1964-01-02","ID","86.98","BOARD_CONTROL","2025-03-15"
"BO-02286","BUS-01018","Dra. Kartika Dewi Anggraini","1975-04-01","ID","10.29","OTHER_SIGNIFICANT_INFLUENCE","2025-03-18"
"BO-02287","BUS-01020","Lestari Lestari Maulana","1969-02-19","ID","43.05","VOTING_RIGHTS","2025-12-19"
"BO-02288","BUS-01020","Dewi Sari Nugroho","1961-09-01","ID","13.00","BOARD_CONTROL","2024-04-26"
"BO-02289","BUS-01020","Ir. Bagus Hidayat","1996-06-08","ID","29.69","OTHER_SIGNIFICANT_INFLUENCE","2025-11-09"
"BO-02290","BUS-01020","Bayu Anggraini","1978-09-14","ID","14.26","VOTING_RIGHTS","2025-12-12"
"BO-02291","BUS-01021","Nanda Saputra","1989-09-12","ID","71.92","OTHER_SIGNIFICANT_INFLUENCE","2024-11-27"
"BO-02292","BUS-01021","Wahyu Gunawan","1995-08-04","ID","13.24","BOARD_CONTROL","2026-01-16"
"BO-02293","BUS-01021","Siti Anggun Ramadhan","1998-07-10","ID","14.84","OWNERSHIP","2025-12-06"
"BO-02294","BUS-01022","Hj. Kartika Zahra Hartono","1993-01-21","ID","55.80","OWNERSHIP","2025-06-25"
"BO-02295","BUS-01022","Drs. Joko Ramadhan","1972-02-23","ID","44.20","OWNERSHIP","2025-06-18"
"BO-02296","BUS-01023","Gilang Situmorang","1978-12-10","ID","41.89","VOTING_RIGHTS","2024-05-23"
"BO-02297","BUS-01023","Nanda Suryadi","1989-04-12","ID","58.11","OTHER_SIGNIFICANT_INFLUENCE","2025-07-15"
"BO-02298","BUS-01024","Ir. Citra Rina Situmorang","1961-08-20","ID","100.00","BOARD_CONTROL","2025-02-20"
"BO-02299","BUS-01025","Rahmat Dian Wijaya","1974-06-16","ID","28.95","VOTING_RIGHTS","2024-10-20"
"BO-02300","BUS-01025","Fajar Kusuma","1973-05-20","ID","52.24","BOARD_CONTROL","2025-05-28"
"BO-02301","BUS-01025","Adi Eka Ramadhan","1994-04-02","ID","18.81","VOTING_RIGHTS","2026-01-18"
"BO-02302","BUS-01026","Ir. Vina Suryadi","1957-03-07","ID","20.04","OWNERSHIP","2026-01-08"
"BO-02303","BUS-01026","Drs. Wahyu Simatupang","1973-04-04","ID","79.96","BOARD_CONTROL","2026-01-10"
"BO-02304","BUS-01027","Joko Setiawan","1967-01-07","ID","51.14","OTHER_SIGNIFICANT_INFLUENCE","2024-10-28"
"BO-02305","BUS-01027","Ayu Dewi Hartono","1958-03-20","ID","25.84","VOTING_RIGHTS","2024-11-02"
"BO-02306","BUS-01027","Hj. Dewi Anggun Permana","1976-03-25","ID","23.02","OWNERSHIP","2025-05-19"
"BO-02307","BUS-01028","Hj. Dewi Anggraini","1997-05-17","ID","61.38","VOTING_RIGHTS","2024-11-08"
"BO-02308","BUS-01028","Eka Cahya Suryadi","1972-04-16","ID","12.32","OTHER_SIGNIFICANT_INFLUENCE","2024-10-08"
"BO-02309","BUS-01028","Ir. Nanda Oki Maulana","1976-10-04","ID","14.13","OTHER_SIGNIFICANT_INFLUENCE","2024-02-29"
"BO-02310","BUS-01028","Rina Santoso","1966-02-26","ID","12.17","OWNERSHIP","2025-10-13"
"BO-02311","BUS-01029","Ir. Zahra Kartika Saputra","1999-10-01","ID","80.40","VOTING_RIGHTS","2026-01-19"
"BO-02312","BUS-01029","Drs. Bayu Pratama","1977-02-07","ID","10.26","VOTING_RIGHTS","2025-07-02"
"BO-02313","BUS-01030","Drs. Nanda Siregar","1985-01-05","ID","100.00","OWNERSHIP","2025-03-10"
"BO-02314","BUS-01032","Dian Gunawan","1961-01-05","ID","18.93","BOARD_CONTROL","2025-01-27"
"BO-02315","BUS-01032","Dian Gunawan","1994-06-12","ID","18.19","VOTING_RIGHTS","2023-12-26"
"BO-02316","BUS-01032","Drs. Dian Kusuma","1970-05-18","ID","24.51","VOTING_RIGHTS","2024-10-04"
"BO-02317","BUS-01032","Iwan Setiawan","1958-03-16","ID","38.37","BOARD_CONTROL","2024-09-05"
"BO-02318","BUS-01035","Hj. Ayu Hidayat","1976-08-15","ID","51.77","VOTING_RIGHTS","2025-05-25"
"BO-02319","BUS-01035","Gita Situmorang","1983-11-08","ID","15.95","OTHER_SIGNIFICANT_INFLUENCE","2025-08-25"
"BO-02320","BUS-01035","Joko Eka Wijaya","1983-02-03","ID","20.26","OTHER_SIGNIFICANT_INFLUENCE","2026-01-16"
"BO-02321","BUS-01035","Ir. Bayu Setiawan","1975-06-22","ID","12.02","VOTING_RIGHTS","2025-01-21"
"BO-02322","BUS-01036","Drs. Yuda Hadi Siregar","1974-01-02","ID","11.51","BOARD_CONTROL","2024-05-28"
"BO-02323","BUS-01036","Bagus Suryadi","1961-02-08","ID","88.49","OTHER_SIGNIFICANT_INFLUENCE","2024-12-29"
"BO-02324","BUS-01037","H. Fajar Situmorang","1961-12-09","ID","39.45","OWNERSHIP","2025-08-14"
"BO-02325","BUS-01037","Zahra Ayu Saputra","1980-10-13","ID","35.06","OWNERSHIP","2024-08-05"
"BO-02326","BUS-01037","Hadi Simatupang","1981-12-26","ID","25.49","OWNERSHIP","2025-09-03"
"BO-02327","BUS-01038","Oki Setiawan","1970-01-26","ID","100.00","OWNERSHIP","2024-09-06"
"BO-02328","BUS-01039","Dian Fajar Simatupang","1996-02-05","ID","73.56","VOTING_RIGHTS","2024-03-10"
"BO-02329","BUS-01039","H. Dian Setiawan","1995-05-19","ID","11.21","OWNERSHIP","2024-01-30"
"BO-02330","BUS-01039","Hj. Rina Ramadhan","1962-09-01","ID","15.23","OTHER_SIGNIFICANT_INFLUENCE","2024-08-30"
"BO-02331","BUS-01040","Ir. Lestari Sari Santoso","1964-03-09","ID","73.02","VOTING_RIGHTS","2023-10-31"
"BO-02332","BUS-01040","Hj. Anggun Maulana","1963-09-27","ID","11.97","OWNERSHIP","2024-10-08"
"BO-02333","BUS-01040","Dra. Dewi Gunawan","1975-12-27","ID","10.34","OTHER_SIGNIFICANT_INFLUENCE","2025-03-13"
"BO-02334","BUS-01041","Rina Suryadi","1984-03-18","ID","50.86","BOARD_CONTROL","2024-08-16"
"BO-02335","BUS-01041","Ir. Dewi Wijaya","1992-06-21","ID","13.70","OTHER_SIGNIFICANT_INFLUENCE","2024-02-01"
"BO-02336","BUS-01041","Gita Santoso","1996-02-11","ID","35.44","BOARD_CONTROL","2023-12-25"
"BO-02337","BUS-01042","Gilang Kusuma","1970-11-14","ID","73.70","VOTING_RIGHTS","2024-04-01"
"BO-02338","BUS-01042","Drs. Bagus Iwan Suryadi","1958-07-16","ID","13.77","OTHER_SIGNIFICANT_INFLUENCE","2024-02-18"
"BO-02339","BUS-01042","Ir. Vina Hartono","1998-04-23","ID","10.22","OWNERSHIP","2024-01-30"
"BO-02340","BUS-01043","Dra. Sari Pratama","1970-03-11","ID","100.00","OWNERSHIP","2025-06-16"
"BO-02341","BUS-01044","Ir. Gilang Saputra","1969-04-06","ID","26.72","OWNERSHIP","2023-12-07"
"BO-02342","BUS-01044","Ir. Dewi Lubis","1961-11-16","ID","26.63","OTHER_SIGNIFICANT_INFLUENCE","2025-12-09"
"BO-02343","BUS-01044","Vina Maulana","1955-08-07","ID","17.22","OWNERSHIP","2025-10-14"
"BO-02344","BUS-01044","Ir. Ayu Suryadi","1998-01-07","ID","29.43","BOARD_CONTROL","2023-10-28"
"BO-02345","BUS-01045","Zahra Wijaya","1958-06-21","ID","100.00","VOTING_RIGHTS","2025-02-02"
"BO-02346","BUS-01046","Rahmat Suryadi","1963-09-15","ID","100.00","OWNERSHIP","2025-10-22"
"BO-02347","BUS-01047","Wahyu Gunawan","1967-01-14","ID","23.38","BOARD_CONTROL","2024-05-26"
"BO-02348","BUS-01047","Ayu Nugroho","1973-07-12","ID","76.62","VOTING_RIGHTS","2025-04-01"
"BO-02349","BUS-01048","Adi Gunawan","1986-02-07","ID","47.12","OWNERSHIP","2024-09-25"
"BO-02350","BUS-01048","Sari Kusuma","1993-03-03","ID","41.86","BOARD_CONTROL","2024-05-18"
"BO-02351","BUS-01048","Dra. Citra Mega Wijaya","1973-04-16","ID","11.02","OWNERSHIP","2025-12-26"
